cdm_name,omop_table,in_observation,variable_name,variable_level,time_interval,count,percentage,median,interval,name_observation_period,study_period_end,study_period_start,type
Lancashire Teaching Hospital,device_exposure,TRUE,Number of records,NA,overall,88563,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,overall,Number of records,NA,overall,398361816,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,FALSE,Number of records,NA,overall,12366,0,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,measurement,TRUE,Number of records,NA,overall,398349450,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,overall,Number of records,NA,overall,69594329,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,FALSE,Number of records,NA,overall,98463,0.14,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation,TRUE,Number of records,NA,overall,69495866,99.86,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,overall,Number of records,NA,overall,78518,100,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,FALSE,Number of records,NA,overall,50,0.06,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,death,TRUE,Number of records,NA,overall,78468,99.94,NA,years,NA,2026-03-04,2012-01-01,event
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2012-01-01 to 2012-12-31,777669,49.77,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2012-01-01 to 2012-12-31,777669,45.16,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2012-01-01 to 2012-12-31,NA,NA,44,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2012-01-01 to 2012-12-31,270823036,4.63,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2013-01-01 to 2013-12-31,845133,54.09,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2013-01-01 to 2013-12-31,845133,49.08,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2013-01-01 to 2013-12-31,NA,NA,45,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2013-01-01 to 2013-12-31,294438930,5.04,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2014-01-01 to 2014-12-31,913417,58.46,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2014-01-01 to 2014-12-31,913417,53.04,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2014-01-01 to 2014-12-31,NA,NA,45,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2014-01-01 to 2014-12-31,319175285,5.46,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2015-01-01 to 2015-12-31,981536,62.82,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2015-01-01 to 2015-12-31,981536,57,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2015-01-01 to 2015-12-31,NA,NA,46,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2015-01-01 to 2015-12-31,344056332,5.88,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2016-01-01 to 2016-12-31,1049142,67.14,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2016-01-01 to 2016-12-31,1049142,60.92,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2016-01-01 to 2016-12-31,NA,NA,46,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2016-01-01 to 2016-12-31,370075124,6.33,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2017-01-01 to 2017-12-31,1110255,71.05,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2017-01-01 to 2017-12-31,1110255,64.47,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2017-01-01 to 2017-12-31,NA,NA,47,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2017-01-01 to 2017-12-31,392472036,6.71,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2018-01-01 to 2018-12-31,1163135,74.44,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2018-01-01 to 2018-12-31,1163135,67.54,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2018-01-01 to 2018-12-31,NA,NA,47,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2018-01-01 to 2018-12-31,413211041,7.07,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2019-01-01 to 2019-12-31,1208250,77.33,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2019-01-01 to 2019-12-31,1208250,70.16,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2019-01-01 to 2019-12-31,NA,NA,48,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2019-01-01 to 2019-12-31,431093990,7.37,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2020-01-01 to 2020-12-31,1243939,79.61,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2020-01-01 to 2020-12-31,1243939,72.23,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2020-01-01 to 2020-12-31,NA,NA,48,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2020-01-01 to 2020-12-31,446709216,7.64,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2021-01-01 to 2021-12-31,1287492,82.4,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2021-01-01 to 2021-12-31,1287492,74.76,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2021-01-01 to 2021-12-31,NA,NA,49,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2021-01-01 to 2021-12-31,459630795,7.86,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2022-01-01 to 2022-12-31,1334089,85.38,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2022-01-01 to 2022-12-31,1334089,77.47,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2022-01-01 to 2022-12-31,NA,NA,49,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2022-01-01 to 2022-12-31,476214025,8.14,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2023-01-01 to 2023-12-31,1381460,88.41,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2023-01-01 to 2023-12-31,1381460,80.22,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2023-01-01 to 2023-12-31,NA,NA,50,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2023-01-01 to 2023-12-31,493304658,8.44,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2024-01-01 to 2024-12-31,1432110,91.65,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2024-01-01 to 2024-12-31,1432110,83.16,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2024-01-01 to 2024-12-31,NA,NA,50,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2024-01-01 to 2024-12-31,512776218,8.77,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2025-01-01 to 2025-12-31,1481920,94.84,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2025-01-01 to 2025-12-31,1481920,86.05,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2025-01-01 to 2025-12-31,NA,NA,50,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2025-01-01 to 2025-12-31,529564499,9.06,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2026-01-01 to 2026-12-31,1485524,95.07,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2026-01-01 to 2026-12-31,1485524,86.26,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2026-01-01 to 2026-12-31,NA,NA,51,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2026-01-01 to 2026-12-31,93257510,1.6,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,overall,1562538,100,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,overall,1562538,90.73,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,overall,NA,NA,42,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,overall,NA,NA,NA,years,First to extract,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2012-01-01 to 2012-12-31,731025,48.22,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2012-01-01 to 2012-12-31,731025,42.45,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2012-01-01 to 2012-12-31,NA,NA,44,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2012-01-01 to 2012-12-31,252538270,4.83,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2013-01-01 to 2013-12-31,791734,52.23,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2013-01-01 to 2013-12-31,791734,45.97,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2013-01-01 to 2013-12-31,NA,NA,45,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2013-01-01 to 2013-12-31,273616119,5.24,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2014-01-01 to 2014-12-31,852652,56.25,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2014-01-01 to 2014-12-31,852652,49.51,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2014-01-01 to 2014-12-31,NA,NA,45,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2014-01-01 to 2014-12-31,295457289,5.65,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2015-01-01 to 2015-12-31,911953,60.16,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2015-01-01 to 2015-12-31,911953,52.96,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2015-01-01 to 2015-12-31,NA,NA,46,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2015-01-01 to 2015-12-31,317001636,6.07,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2016-01-01 to 2016-12-31,970607,64.03,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2016-01-01 to 2016-12-31,970607,56.36,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2016-01-01 to 2016-12-31,NA,NA,46,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2016-01-01 to 2016-12-31,339687900,6.5,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2017-01-01 to 2017-12-31,1022588,67.46,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2017-01-01 to 2017-12-31,1022588,59.38,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2017-01-01 to 2017-12-31,NA,NA,47,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2017-01-01 to 2017-12-31,358792751,6.87,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2018-01-01 to 2018-12-31,1066167,70.33,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2018-01-01 to 2018-12-31,1066167,61.91,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2018-01-01 to 2018-12-31,NA,NA,47,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2018-01-01 to 2018-12-31,376054720,7.2,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2019-01-01 to 2019-12-31,1101409,72.66,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2019-01-01 to 2019-12-31,1101409,63.96,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2019-01-01 to 2019-12-31,NA,NA,48,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2019-01-01 to 2019-12-31,390084737,7.47,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2020-01-01 to 2020-12-31,1125739,74.26,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2020-01-01 to 2020-12-31,1125739,65.37,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2020-01-01 to 2020-12-31,NA,NA,48,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2020-01-01 to 2020-12-31,401608927,7.69,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2021-01-01 to 2021-12-31,1159207,76.47,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2021-01-01 to 2021-12-31,1159207,67.31,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2021-01-01 to 2021-12-31,NA,NA,48,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2021-01-01 to 2021-12-31,410441989,7.86,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2022-01-01 to 2022-12-31,1191848,78.62,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of subjects,NA,2022-01-01 to 2022-12-31,1191848,69.21,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Age,NA,2022-01-01 to 2022-12-31,NA,NA,49,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Person-days,NA,2022-01-01 to 2022-12-31,421333508,8.06,NA,years,First to last,2026-03-04,2012-01-01,episode
Lancashire Teaching Hospital,observation_period,overall,Number of records,NA,2023-01-01 to 2023-12-31,1222288,80.63,NA,years,First to last,2026-03-04,2012-01-01,episode
